Codigo_Colaborador;Codigo_Medida;Codigo_Sociedad;Codigo_Division_Personal;Codigo_Area_Personal;Codigo_SubDiv;Codigo_Nomina;Codigo_Relacion_Laboral;Codigo_Centro_Costo;Codigo_Estructura_Organizativa;Codigo_Posicion;Sexo;Edad_Empleado;Salario_Q_Normalizado;Codigo_Empresa;Grado_Hay_Limpio;Duracion_Anios;Baja
27615;1;13;63;26;186;10;1;556;411;90;1;40;1.965;4;15;4.71233;1
27630;1;6;14;33;5;13;1;387;618;145;1;25;0.52;7;11;6.38904;1
27662;11;1;34;25;136;6;1;291;460;96;1;23;1.06;8;12;6.6274;0
27669;11;1;43;15;49;6;1;63;462;59;2;24;0.585;8;11;5.61918;1
27672;11;1;44;15;92;6;1;181;530;59;2;26;0.705;8;11;6.62466;0
27673;11;1;89;15;61;6;1;93;511;59;1;23;0.705;8;11;6.62466;0
27690;10;1;44;15;79;6;1;146;526;59;2;26;0.705;8;11;6.6137;0
27703;1;1;27;29;94;6;1;186;488;59;2;29;1.735;8;12;5.84932;1
27710;11;1;38;15;54;6;1;76;441;59;1;27;0.6229;8;11;6.61096;0
27724;10;1;39;36;56;6;1;81;470;59;1;23;0.772;8;12;6.60548;0
27732;1;1;58;15;135;6;1;287;653;59;2;25;0.693;8;11;6.59726;0
27737;11;1;44;36;44;6;1;51;512;59;2;22;0.7825;8;12;6.59726;0
27757;10;1;34;15;31;6;1;22;445;59;1;25;0.705;8;11;6.59178;0
27764;1;5;15;26;20;2;1;382;353;51;1;27;0.48;11;8;6.59726;0
27767;1;1;92;15;57;6;1;84;431;59;1;24;0.6229;8;11;6.58082;0
27779;11;1;7;15;62;6;1;97;480;59;1;26;0.6229;8;11;6.61096;0
27792;1;4;91;26;248;14;1;374;341;142;1;30;0.42;11;10;6.59178;0
27798;1;4;91;26;248;14;1;374;341;55;1;33;0.44;11;10;6.59178;0
27799;1;14;90;26;249;8;1;584;372;143;2;35;1.79;7;15;6.56986;0
27802;1;6;13;26;6;13;1;406;380;32;2;32;1.655;7;13;6.58082;0
27826;10;1;89;15;61;6;1;93;511;59;1;23;0.66;8;11;5.55068;1
27830;1;1;44;15;117;6;1;247;616;59;2;24;0.6229;8;11;6.5589;0
27831;1;1;44;15;117;6;1;247;616;59;1;26;0.6229;8;11;6.5589;0
27849;11;1;44;36;79;6;1;146;526;59;2;26;0.7825;8;12;6.53699;0
27878;10;1;42;15;134;6;1;286;654;59;1;23;0.705;8;11;6.53151;0
27883;10;1;22;15;114;6;1;240;466;59;2;23;0.6229;8;11;6.52877;0
27891;11;1;47;15;110;6;1;232;437;59;2;24;0.705;8;11;6.54795;0
27902;10;1;16;15;40;6;1;42;427;59;2;22;0.585;8;11;6.51233;0
27923;1;6;13;26;6;13;1;400;380;32;1;33;1.655;7;13;6.51233;0
27924;1;3;11;26;14;11;1;343;401;32;1;40;1.2;12;14;5.89041;1
27941;10;1;85;15;93;6;1;184;506;59;1;23;0.585;8;11;5.93425;1
27946;1;1;55;15;86;6;1;164;503;59;1;26;0.693;8;11;6.2274;1
27959;1;1;33;15;108;6;1;226;444;59;2;23;0.56;8;11;4.52603;1
27987;1;1;12;33;83;6;1;301;475;185;2;29;0.6015;8;11;6.46849;1
27989;11;1;12;15;126;6;1;267;614;59;2;25;0.705;8;11;5.55616;1
28002;10;1;42;15;134;6;1;286;654;59;1;23;0.585;8;11;6.46301;0
28005;11;1;45;36;98;6;1;198;464;59;1;25;0.7825;8;12;6.46301;0
28014;1;4;91;26;248;14;1;357;349;48;1;27;0.465;11;13;6.46575;0
28016;11;1;26;15;25;6;1;1;495;59;2;24;0.705;8;11;6.45753;0
28028;1;6;14;26;10;13;1;406;380;4;1;32;0.775;7;12;6.44658;0
28029;10;13;62;26;187;10;1;567;404;4;2;30;1.33;4;13;5.24932;1
28039;1;1;34;26;136;6;1;299;296;56;1;32;3.7;8;16;6.45753;0
28052;1;1;41;15;109;6;1;229;486;59;2;24;0.66;8;11;5.69041;1
28063;1;4;91;26;248;14;1;357;350;48;1;25;0.5;11;13;6.44384;0
28077;11;1;12;17;126;6;1;267;614;59;2;33;3.204;8;15;6.4411;0
28079;11;1;85;17;51;6;1;68;507;59;2;34;1.125;8;13;6.4411;0
28086;10;1;35;29;76;6;1;137;521;59;1;25;1.496;8;12;6.4411;0
28091;1;13;63;26;186;10;1;556;411;30;1;32;0.9025;4;13;6.4411;0
28093;1;16;9;26;13;16;1;595;615;2;1;43;1.5;3;14;6.44384;0
28095;11;1;34;17;66;6;1;107;450;59;1;22;1.685;8;15;6.43836;0
28107;11;1;89;15;96;6;1;192;515;59;1;24;0.705;8;11;6.43288;0
28158;1;4;91;26;248;14;1;370;340;51;1;29;0.42;11;10;6.42192;0
28160;1;1;34;25;136;6;1;292;467;30;1;38;2.8;8;16;6.41918;0
28207;10;1;34;26;136;6;1;299;296;56;1;36;3.7;8;16;6.43014;0
28223;10;1;42;36;133;6;1;284;649;59;1;25;0.7825;8;11;6.40548;0
28243;1;9;60;26;173;9;1;471;364;145;1;28;0.45;11;12;5.15068;1
28251;11;1;16;15;103;6;1;212;430;59;1;24;0.6229;8;11;6.39452;0
28258;1;4;91;26;248;14;1;370;340;4;1;31;0.5475;11;12;6.40274;0
28272;1;1;44;36;90;6;1;176;513;59;2;26;0.7825;8;12;6.34521;1
28286;1;4;91;26;248;14;1;374;341;51;1;26;0.42;11;10;6.3863;0
28295;1;1;35;15;27;6;1;9;518;59;2;23;0.614;8;11;6.32877;1
28320;1;13;63;26;186;10;1;557;414;90;1;38;2.53;4;16;6.3863;0
28326;1;1;34;26;136;6;1;322;297;59;2;38;3.89;8;17;6.36986;0
28361;11;1;41;29;109;6;1;229;486;59;1;25;0.895;8;12;6.35616;0
28362;10;1;12;29;126;6;1;267;614;59;1;25;0.7825;8;12;6.35616;0
28366;11;1;16;29;75;6;1;135;428;59;1;24;0.7825;8;12;6.35068;0
28381;10;1;36;15;121;6;1;256;459;59;1;24;0.66;8;11;5.46301;1
28394;1;1;92;33;57;6;1;302;431;185;1;24;0.6015;8;11;6.32877;1
28400;1;1;44;16;117;6;1;247;616;59;2;24;1.011;8;13;6.28767;1
28449;10;1;32;15;36;6;1;35;525;59;2;26;0.706;8;11;6.32329;0
28469;11;1;45;15;98;6;1;198;464;59;2;24;0.705;8;11;6.31781;0
28489;1;6;14;26;5;13;1;387;618;145;1;25;0.703;7;11;6.04658;1
28504;1;3;11;26;14;11;1;341;399;47;1;34;1.436;12;13;5.2137;1
28509;10;1;42;29;133;6;1;284;649;59;2;23;1.01;8;12;6.29863;0
28533;10;1;43;15;46;6;1;0;0;59;1;22;0.655;8;11;4.52329;1
28537;11;1;49;36;129;6;1;274;623;59;2;24;0.7825;8;12;6.27945;0
28580;10;1;29;15;28;6;1;12;494;59;2;25;0.6229;8;11;6.08493;1
28614;1;1;44;26;137;6;1;295;628;32;1;29;1.2;8;12;6.26849;0
28626;1;1;30;15;55;6;1;78;472;59;1;24;0.705;8;11;6.11507;1
28638;1;3;11;26;14;11;1;339;397;32;1;36;1.491;12;14;5.10411;1
28666;10;1;45;29;98;6;1;198;464;59;1;26;0.74;8;12;5.4274;1
28742;11;1;85;15;48;6;1;60;500;59;2;24;1.341;8;11;6.21644;0
28746;1;1;88;36;81;6;1;152;432;59;2;26;1.496;8;12;6.21644;0
28747;10;1;111;16;132;6;1;283;650;59;1;24;1.01;8;12;6.21644;0
28781;1;1;32;15;58;6;1;86;533;59;1;23;0.56;8;11;4.08219;1
28796;10;1;44;29;60;6;1;91;528;59;2;24;0.899;8;12;6.21096;0
28798;11;6;14;33;5;13;1;387;618;32;1;26;1.015;7;11;6.21096;0
28808;10;1;10;15;127;6;1;270;620;59;1;23;0.66;8;11;4.73425;1
28838;1;1;44;15;92;6;1;181;530;59;1;24;0.705;8;11;6.1589;1
28844;11;1;22;15;114;6;1;240;466;59;1;22;0.63;8;11;4.32877;1
28851;10;1;36;15;107;6;1;223;458;59;1;24;0.705;8;11;5.82466;1
28855;1;1;41;15;52;6;1;70;479;59;1;23;0.6229;8;11;6.20822;0
28858;11;1;40;15;100;6;1;203;469;59;2;23;0.6229;8;11;6.20822;0
28872;1;3;11;26;14;11;1;343;401;8;2;34;0.65;12;10;5.68767;1
28886;1;1;35;15;27;6;1;9;518;59;2;22;0.585;8;11;5.48493;1
28908;1;1;45;15;98;6;1;198;464;59;1;27;0.655;8;11;4.43288;1
28919;11;1;89;15;96;6;1;192;515;59;2;22;0.705;8;11;6.19452;0
28940;11;1;18;36;130;6;1;277;639;59;1;23;0.7825;8;12;6.18904;0
28941;1;1;31;16;43;6;1;48;487;59;2;22;0.895;8;12;6.13699;1
28942;1;10;56;26;160;5;1;478;367;145;1;38;0.8;11;12;4.66027;1
28964;1;13;63;26;186;10;1;556;411;30;1;32;0.9025;4;13;6.18904;0
28973;1;3;11;26;14;11;1;344;402;32;2;34;1.455;12;15;6.13973;0
28981;1;6;14;26;5;13;1;387;618;30;2;30;1.22;7;12;5.75068;1
28982;10;1;38;15;54;6;1;76;441;59;2;24;0.6229;8;11;6.17534;0
28993;1;6;13;7;8;13;1;439;593;145;1;24;0.525;7;11;5.45479;1
28995;1;6;14;26;10;13;1;416;375;4;2;32;0.775;7;12;6.17808;0
29030;1;1;42;15;74;6;1;131;489;59;1;23;0.66;8;11;6.16986;0
29038;1;6;13;7;8;13;1;439;593;145;2;26;0.52;7;11;6.16438;0
29054;1;6;13;26;6;13;1;431;385;145;1;32;0.715;7;12;6.15616;0
29060;11;1;12;15;83;6;1;155;474;59;2;24;0.6229;8;11;6.15616;0
29080;10;1;85;29;106;6;1;220;502;59;2;24;1.571;8;12;6.14521;0
29083;1;1;85;36;67;6;1;110;501;59;2;23;1.565;8;11;6.13973;0
29109;1;6;13;26;6;13;1;424;392;4;1;29;0.7975;7;12;6.13151;0
29147;1;6;14;26;5;13;1;387;618;145;1;23;0.703;7;11;5.81644;1
29168;1;6;13;26;6;13;1;439;378;32;2;31;1.135;7;13;6.12055;0
29174;11;1;42;15;74;6;1;131;489;59;2;23;0.66;8;11;4.75342;1
29180;1;6;13;7;8;13;1;439;393;145;2;26;0.52;7;11;6.09315;0
29182;1;1;30;15;55;6;1;78;472;59;1;22;0.705;8;11;5.96438;1
29186;1;1;57;36;77;6;1;140;476;59;2;23;1.567;8;12;5.32877;1
29187;11;1;12;17;82;6;1;154;475;59;1;25;1.125;8;13;6.09041;0
29208;1;1;59;15;124;6;1;261;609;59;1;23;0.705;8;11;6.02192;1
29223;1;4;91;26;248;14;1;346;332;32;1;46;1.2;11;14;5.11233;1
29236;11;1;36;36;47;6;1;57;535;59;1;24;0.7825;8;12;6.05753;0
29247;10;1;38;29;54;6;1;76;441;59;2;23;0.882;8;12;5.75616;1
29248;1;6;13;26;6;13;1;431;385;184;1;31;0.575;7;11;5.13973;1
29266;1;6;14;26;10;13;1;402;379;32;2;31;1.2;7;13;6.01918;0
29267;11;1;41;29;109;6;1;229;486;59;1;23;0.7825;8;12;6.03836;0
29278;1;16;9;26;13;16;1;597;420;90;2;37;1.95;3;15;4.66575;1
29287;1;1;87;17;116;6;1;244;509;59;1;34;1.865;8;15;4.22192;1
29292;1;1;34;26;136;6;1;292;498;96;1;32;0.91;8;12;6.02466;0
29326;1;16;9;26;13;16;1;600;418;90;2;43;2.9875;3;16;5.96438;0
29327;1;6;14;26;10;13;1;430;630;32;2;36;1.7175;7;15;5.96438;0
29334;1;5;15;26;20;2;1;377;353;4;2;23;0.6;11;12;6.01644;0
29337;1;1;34;26;136;6;1;330;301;90;2;32;1.8;8;15;5.96438;0
29345;1;4;91;26;248;14;1;357;348;91;1;40;1.85;11;15;5.96438;0
29347;1;4;91;26;248;14;1;373;336;10;1;30;0.36;11;10;4.66575;1
29351;1;6;14;26;5;13;1;394;595;126;1;34;0.685;7;10;4.72603;1
29352;1;6;14;26;10;13;1;427;629;32;1;34;1.7175;7;15;5.90685;0
29369;10;1;85;15;115;6;1;242;508;59;2;24;0.585;8;11;5.08219;1
29381;11;1;36;15;47;6;1;57;535;59;1;24;0.585;8;11;4.61918;1
29388;1;3;11;26;14;11;1;338;396;45;1;46;10.807;12;21;5.90959;0
29413;10;1;7;36;62;6;1;97;480;59;1;22;0.7825;8;12;5.90685;0
29433;1;1;35;15;27;6;1;9;518;59;1;23;0.56;8;11;3.93973;1
29439;11;1;47;15;50;6;1;66;456;59;2;24;0.705;8;11;5.90137;0
29444;1;6;14;33;5;13;1;387;618;145;1;23;0.52;7;11;5.6411;1
29463;1;1;47;15;53;6;1;72;436;59;1;25;0.585;8;11;5.87123;1
29470;10;1;36;15;47;6;1;57;535;59;1;24;0.705;8;11;5.88493;0
29490;11;1;31;15;43;6;1;48;487;59;1;25;0.705;8;11;5.88219;0
29495;1;1;33;26;142;6;1;314;302;30;1;36;0.85;8;13;3.88219;1
29496;11;1;41;15;91;6;1;179;471;59;2;23;0.705;8;11;5.88219;0
29500;11;1;27;15;94;6;1;186;488;59;2;24;0.705;8;11;5.87945;0
29531;1;1;85;15;115;6;1;242;508;59;2;23;0.585;8;11;4.52603;1
29532;10;1;85;29;93;6;1;184;506;59;1;26;0.786;8;12;5.86849;0
29534;10;1;85;15;93;6;1;184;506;59;1;25;0.706;8;11;5.86849;0
29542;11;1;85;15;115;6;1;242;508;59;2;25;0.6229;8;11;5.86849;0
29557;10;1;46;16;97;6;1;195;439;59;1;22;0.7825;8;12;5.43562;1
29566;9;1;34;26;136;6;1;325;309;32;2;28;1.205;8;14;4.49041;1
